target_harmonized,modality,quadrant,clinical_performance_Y,clinical_label,clinical_decisive_n,clinical_confidence,n_trials,epitope_crowding_X,x_status,fto_l1_epitope,fto_l2_format,fto_l3_use,fto_l1_lock_count,patents_grounded,ip_modalities,key_patent,blocking_assignee,x_resolved,y_resolved
PD-L1|CD73|PD-1,MAB,UNRESOLVED,0.354,FAILED / CONTESTED (late),2,0.67,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-L1|MUC16|VEGF,MAB,UNRESOLVED,0.354,FAILED / CONTESTED (late),1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-L1|TGF-BETA1,BISPECIFIC,UNRESOLVED,0.354,FAILED / CONTESTED (late),2,0.67,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
PDGFRA,MAB,UNRESOLVED,0.354,FAILED / CONTESTED (late),1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
ROR1,ADC,UNRESOLVED,0.354,FAILED / CONTESTED (late),2,0.67,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
ROR1-MMAE,ADC,UNRESOLVED,0.354,FAILED / CONTESTED (late),1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC,,,False,True
TROP-2|CTLA-4|PD-L1,ADC,UNRESOLVED,0.354,FAILED / CONTESTED (late),1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
TROP-2|PD-L1|TCR,MAB,UNRESOLVED,0.354,FAILED / CONTESTED (late),1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
VEGFR2,CAR-T,UNRESOLVED,0.354,FAILED / CONTESTED (late),1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
VEGFR2|EGFR,MAB,UNRESOLVED,0.354,FAILED / CONTESTED (late),1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
VEGF|HIF,MAB,UNRESOLVED,0.354,FAILED / CONTESTED (late),1,0.33,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
VEGF|PD-1|EGFR|PD-L1|CD16|CEA|ER|HER2|MUC1,MAB,UNRESOLVED,0.354,FAILED / CONTESTED (late),2,0.67,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
VEGF|PD-L1|CD16|CEA,MAB,UNRESOLVED,0.354,FAILED / CONTESTED (late),2,0.67,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
VEGF|PD-L1|CD16|CEA|HER2|MUC1,MAB,UNRESOLVED,0.354,FAILED / CONTESTED (late),2,0.67,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
VEGF|PD-L1|CD16|CEA|MUC1,MAB,UNRESOLVED,0.354,FAILED / CONTESTED (late),2,0.67,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
VEGF|PD-L1|CEA,MAB,UNRESOLVED,0.354,FAILED / CONTESTED (late),2,0.67,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|PD-1|PD-L1,UNCLASSIFIED,UNRESOLVED,0.339,FAILED / CONTESTED (late),1,0.33,22,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-L1|VEGF|TCR,MAB,UNRESOLVED,0.339,FAILED / CONTESTED (late),1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
ROR1,MAB,UNRESOLVED,0.339,FAILED / CONTESTED (late),2,0.67,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
BCMA|GPRC5D,CAR-T,UNRESOLVED,0.332,FAILED / CONTESTED (late),3,1.0,19,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD19|CD20,MAB,UNRESOLVED,0.332,FAILED / CONTESTED (late),2,0.67,9,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CD19|CD20,UNCLASSIFIED,UNRESOLVED,0.332,FAILED / CONTESTED (late),3,1.0,20,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CD3,BISPECIFIC,UNRESOLVED,0.332,FAILED / CONTESTED (late),3,1.0,10,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
CD3,UNCLASSIFIED,UNRESOLVED,0.332,FAILED / CONTESTED (late),3,1.0,15,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
CD30,UNCLASSIFIED,UNRESOLVED,0.332,FAILED / CONTESTED (late),8,1.0,19,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
CLDN18.2,UNCLASSIFIED,UNRESOLVED,0.332,FAILED / CONTESTED (late),3,1.0,14,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
GD2,CAR-T,UNRESOLVED,0.332,FAILED / CONTESTED (late),3,1.0,27,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
HER2,CAR-T,UNRESOLVED,0.332,FAILED / CONTESTED (late),4,1.0,18,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
HER2|PD-1|PD-L1,MAB,UNRESOLVED,0.332,FAILED / CONTESTED (late),2,0.67,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
HER2|PD-L1,MAB,UNRESOLVED,0.332,FAILED / CONTESTED (late),2,0.67,17,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
PD-1,ADC,UNRESOLVED,0.332,FAILED / CONTESTED (late),3,1.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
PD-1|BCL-2|TCR,MAB,UNRESOLVED,0.332,FAILED / CONTESTED (late),2,0.67,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|CD137|PD-L1,BISPECIFIC,UNRESOLVED,0.332,FAILED / CONTESTED (late),3,1.0,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-L1|KRAS,MAB,UNRESOLVED,0.332,FAILED / CONTESTED (late),3,1.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
HER3-DXD,ADC,UNRESOLVED,0.317,FAILED / CONTESTED (late),7,1.0,9,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC,,,False,True
CD25,CAR-T,UNRESOLVED,0.31,FAILED / CONTESTED (late),5,1.0,8,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|MAB,,,False,True
EZH2,UNCLASSIFIED,UNRESOLVED,0.31,FAILED / CONTESTED (late),4,1.0,19,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|MAB|PROTAC,,,False,True
GPC3,CAR-T,UNRESOLVED,0.31,FAILED / CONTESTED (late),6,1.0,40,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
OX40,MAB,UNRESOLVED,0.31,FAILED / CONTESTED (late),2,0.67,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
PD-1|BET|BRD4,MAB,UNRESOLVED,0.31,FAILED / CONTESTED (late),3,1.0,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|CD20,MAB,UNRESOLVED,0.31,FAILED / CONTESTED (late),7,1.0,19,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|CD25,MAB,UNRESOLVED,0.31,FAILED / CONTESTED (late),3,1.0,8,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD19|CD3|CD20,BISPECIFIC,UNRESOLVED,0.303,FAILED / CONTESTED (late),3,1.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD30|PD-1,ADC,UNRESOLVED,0.296,FAILED / CONTESTED (late),2,0.67,21,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
HER2|HER3,MAB,UNRESOLVED,0.296,FAILED / CONTESTED (late),2,0.67,8,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
VEGF|ANG2,MAB,UNRESOLVED,0.296,FAILED / CONTESTED (late),2,0.67,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CD20|BCL-2|BTK,MAB,UNRESOLVED,0.289,FAILED / CONTESTED (late),3,1.0,18,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
FOLR1-ERIBULIN,ADC,UNRESOLVED,0.289,FAILED / CONTESTED (late),3,1.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
MESOTHELIN,ADC,UNRESOLVED,0.289,FAILED / CONTESTED (late),2,0.67,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
MESOTHELIN,UNCLASSIFIED,UNRESOLVED,0.289,FAILED / CONTESTED (late),7,1.0,15,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
PD-1|AXL,MAB,UNRESOLVED,0.289,FAILED / CONTESTED (late),3,1.0,8,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|CD38,MAB,UNRESOLVED,0.289,FAILED / CONTESTED (late),3,1.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|PD-L1|TCR,MAB,UNRESOLVED,0.289,FAILED / CONTESTED (late),3,1.0,9,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|VEGFR2,MAB,UNRESOLVED,0.289,FAILED / CONTESTED (late),2,0.67,12,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-L1|EGFR,MAB,UNRESOLVED,0.289,FAILED / CONTESTED (late),3,1.0,9,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
PSMA,CAR-T,UNRESOLVED,0.289,FAILED / CONTESTED (late),5,1.0,16,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
PD-1|MUC16,MAB,UNRESOLVED,0.282,FAILED / CONTESTED (late),4,1.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|PD-1|PD-L1,MAB,UNRESOLVED,0.276,FAILED / CONTESTED (late),8,1.0,36,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|ALK|EGFR,MAB,UNRESOLVED,0.276,FAILED / CONTESTED (late),2,0.67,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-L1|CD137,BISPECIFIC,UNRESOLVED,0.276,FAILED / CONTESTED (late),3,1.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CD22,MAB,UNRESOLVED,0.269,FAILED / CONTESTED (late),10,1.0,21,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
CD47,MAB,UNRESOLVED,0.269,FAILED / CONTESTED (late),7,1.0,15,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
WT1,UNCLASSIFIED,UNRESOLVED,0.269,FAILED / CONTESTED (late),4,1.0,10,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|MAB,,,False,True
CEA,CAR-T,UNRESOLVED,0.256,FAILED / CONTESTED (late),4,1.0,18,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|MAB,,,False,True
CD123|CD3,BISPECIFIC,UNRESOLVED,0.25,FAILED / CONTESTED (late),7,1.0,10,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CEACAM5,ADC,UNRESOLVED,0.25,FAILED / CONTESTED (late),4,1.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
TCR,CAR-T,UNRESOLVED,0.25,FAILED / CONTESTED (late),5,1.0,14,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
VEGF|HER2,MAB,UNRESOLVED,0.25,FAILED / CONTESTED (late),6,1.0,38,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD19|CD38,MAB,UNRESOLVED,0.244,FAILED / CONTESTED (late),1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CD20|CD19|CD25,MAB,UNRESOLVED,0.244,FAILED / CONTESTED (late),1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD20|CD79B,MAB,UNRESOLVED,0.244,FAILED / CONTESTED (late),1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD22|CD20,ADC,UNRESOLVED,0.244,FAILED / CONTESTED (late),2,0.67,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
EGFR|HER3|HER2|PD-1|PD-L1-TOP1I,ADC,UNRESOLVED,0.244,FAILED / CONTESTED (late),1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
ITGB6,MAB,UNRESOLVED,0.244,FAILED / CONTESTED (late),1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
WT1,MAB,UNRESOLVED,0.244,FAILED / CONTESTED (late),1,0.33,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|MAB,,,False,True
VEGF|CD20,MAB,UNRESOLVED,0.237,FAILED / CONTESTED (late),3,1.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD137,MAB,UNRESOLVED,0.231,FAILED / CONTESTED (late),5,1.0,13,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
FGFR|VEGF,UNCLASSIFIED,UNRESOLVED,0.231,FAILED / CONTESTED (late),4,1.0,9,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
LEWISY-DOXORUBICIN,ADC,UNRESOLVED,0.231,FAILED / CONTESTED (late),2,0.67,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
MUC16,UNCLASSIFIED,UNRESOLVED,0.231,FAILED / CONTESTED (late),4,1.0,20,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
CD47|SIRP-ALPHA,MAB,UNRESOLVED,0.22,FAILED / CONTESTED (late),4,1.0,10,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CD33,ADC,UNRESOLVED,0.209,FAILED / CONTESTED (late),3,1.0,13,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
FOLR1,ADC,UNRESOLVED,0.203,FAILED / CONTESTED (late),6,1.0,23,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
VEGF|PD-L1,MAB,UNRESOLVED,0.203,FAILED / CONTESTED (late),4,1.0,16,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
FGFR,UNCLASSIFIED,UNRESOLVED,0.182,FAILED / CONTESTED (late),5,1.0,16,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
CD123,MAB,UNRESOLVED,0.178,FAILED / CONTESTED (late),3,1.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
ITGB6-MMAE,ADC,UNRESOLVED,0.178,FAILED / CONTESTED (late),3,1.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD25,UNCLASSIFIED,UNRESOLVED,0.168,FAILED / CONTESTED (late),9,1.0,19,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|MAB,,,False,True
PD-L1,UNCLASSIFIED,UNRESOLVED,0.154,FAILED / CONTESTED (late),6,1.0,65,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
HER3,MAB,UNRESOLVED,0.15,FAILED / CONTESTED (late),7,1.0,15,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
RANKL,MAB,UNRESOLVED,0.15,FAILED / CONTESTED (late),2,0.67,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
CD19|CD3,BITE,UNRESOLVED,0.146,FAILED / CONTESTED (late),7,1.0,22,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
BCMA,CAR-T,UNRESOLVED,0.142,FAILED / CONTESTED (late),13,1.0,115,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
CD3|MUC1|PD-1,BISPECIFIC,UNRESOLVED,0.142,FAILED / CONTESTED (late),6,1.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
DLL3-PBD,ADC,UNRESOLVED,0.142,FAILED / CONTESTED (late),6,1.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
EGFR|HER2,UNCLASSIFIED,UNRESOLVED,0.142,FAILED / CONTESTED (late),6,1.0,20,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD20|BCL-2,MAB,UNRESOLVED,0.134,FAILED / CONTESTED (late),6,1.0,35,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|EGFR,MAB,UNRESOLVED,0.134,FAILED / CONTESTED (late),6,1.0,67,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CD19,UNCLASSIFIED,UNRESOLVED,0.13,FAILED / CONTESTED (late),11,1.0,81,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|MAB,,,False,True
DLL3,ADC,UNRESOLVED,0.116,FAILED / CONTESTED (late),5,1.0,8,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
